,Unnamed: 0,cosine_distance_x,w1,w2,combined_words,C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av,cosine_distance_y
74,134,0.8341538646956403,blink,buzz,blink_buzz,Light,Sound,Light,Sinanim,Emission,blink,buzz,1,1,1,4,2,2,1.0,1,1,1,1,,4,1,1,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,3.0,3,1,2.0,1.0,1.0,1,1,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.769230769,0.37835458654467136
75,135,0.8165029410642551,blink,chime,blink_chime,Light,Sound,Light,Sinanim,Emission,blink,chime,1,1,3,1,3,1,3.0,1,1,1,2,,3,1,1,1,1,3,2,2,1,1,2,1,1.0,1.0,1.0,4.0,4,1,1.0,1.0,1.0,4,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,2.0,4.0,1.974358974,0.34241647728571223
76,136,0.7588648786869061,blink,clang,blink_clang,Light,Sound,Light,Sinanim,Emission,blink,clang,1,1,2,4,4,4,2.0,1,1,1,1,,3,1,1,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,2.0,3,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,5.0,1.55,0.3182149331767824
77,137,0.7482436590187531,blink,clank,blink_clank,Light,Sound,Light,Sinanim,Emission,blink,clank,1,1,3,2,5,4,3.0,1,1,1,1,,2,1,1,1,1,4,3,1,1,1,2,1,1.0,1.0,2.0,4.0,4,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,4.0,1.425,0.32504837450006996
78,138,0.6589550885438471,blink,click,blink_click,Light,Sound,Light,Sinanim,Emission,blink,click,2,1,4,5,2,5,2.0,2,4,1,1,,4,1,2,1,6,3,3,2,1,1,1,2,2.0,2.0,2.0,5.0,6,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,3.0,1.0,7.0,1.0,1.0,1,1.0,7.0,2.717948718,0.38775960512901153
79,139,0.7779357954421617,blink,crackle,blink_crackle,Light,Sound,Light,Sinanim,Emission,blink,crackle,1,1,3,3,1,3,3.0,1,1,1,1,,4,1,1,1,2,3,3,2,1,1,3,2,3.0,,1.0,4.0,1,1,1.0,1.0,1.0,1,2,3.0,1.0,6.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,5.0,1.825,0.2645438180310963
80,140,0.8121702747309704,blink,creak,blink_creak,Light,Sound,Light,Sinanim,Emission,blink,creak,1,1,1,3,3,2,2.0,2,2,1,1,,2,1,1,1,1,2,2,1,1,1,2,1,1.0,1.0,1.0,2.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,3.0,1.794871795,0.31643136583879505
81,141,0.8736140000326982,blink,crunch,blink_crunch,Light,Sound,Light,Sinanim,Emission,blink,crunch,1,1,2,1,4,4,2.0,1,1,1,1,,2,1,1,1,1,1,3,2,1,1,2,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,6.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,4.0,1.725,0.40145424735493984
82,142,0.8034073442827315,blink,gurgle,blink_gurgle,Light,Sound,Light,Sinanim,Emission,blink,gurgle,1,1,1,3,2,1,2.0,1,1,1,1,,3,1,1,1,1,1,2,1,1,1,2,1,2.0,1.0,1.0,3.0,3,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,2.0,7.0,1.0,1.0,1,1.0,2.0,1.9230769230000002,0.35405001924026525
83,143,0.7663384677776914,blink,hiss,blink_hiss,Light,Sound,Light,Sinanim,Emission,blink,hiss,1,1,1,2,5,1,2.0,1,1,1,1,,2,1,1,1,1,3,2,2,1,1,1,1,1.0,1.0,1.0,4.0,3,1,1.0,1.0,1.0,1,1,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.475,0.3033399005323769
84,144,0.8978308935208528,blink,sizzle,blink_sizzle,Light,Sound,Light,Sinanim,Emission,blink,sizzle,1,1,3,2,5,1,2.0,2,1,1,4,,2,1,1,1,1,1,3,1,1,2,3,1,2.0,1.0,1.0,4.0,4,1,1.0,2.0,1.0,1,1,2.0,1.0,6.0,1,1.0,1.0,1.0,1.0,1.0,3,1.0,2.0,1.763157895,0.31047850334962523
85,145,0.7635852265917633,blink,squeak,blink_squeak,Light,Sound,Light,Sinanim,Emission,blink,squeak,1,1,3,4,3,3,2.0,2,1,1,1,,2,1,1,1,1,2,1,2,1,1,1,2,2.0,1.0,1.0,4.0,1,1,1.0,1.0,1.0,1,1,1.0,3.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,5.0,1.973684211,0.35289617307304344
86,146,0.8486349853559259,blink,twang,blink_twang,Light,Sound,Light,Sinanim,Emission,blink,twang,1,1,3,2,4,4,2.0,1,1,1,1,,2,1,1,1,1,2,3,2,1,1,2,1,1.0,1.0,1.0,4.0,2,1,1.0,1.0,1.0,1,1,3.0,1.0,5.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,5.0,1.692307692,0.38091884007065446
87,207,0.7727994484581665,flare,flash,flare_flash,Light,Light,Light,Light,Emission,flare,flash,6,5,7,5,3,6,5.0,5,6,7,1,,6,5,2,6,5,5,7,4,5,1,5,7,5.0,5.0,5.0,7.0,5,2,7.0,3.0,4.0,6,4,5.0,4.0,6.0,6,4.0,7.0,6.0,6.0,7.0,5,7.0,6.0,4.75,0.3112824381220305
88,208,0.6534945678694042,flare,flicker,flare_flicker,Light,Light,Light,Light,Emission,flare,flicker,6,5,5,5,6,4,3.0,5,6,1,4,,6,4,1,5,4,6,5,3,5,4,5,2,3.0,5.0,1.0,6.0,5,1,7.0,4.0,3.0,6,1,4.0,3.0,6.0,2,1.0,4.0,1.0,3.0,4.0,5,5.0,2.0,3.85,0.21766750916003497
89,209,0.8193564989643121,flare,gleam,flare_gleam,Light,Light,Light,Light,Emission,flare,gleam,6,4,6,7,2,1,4.0,1,1,5,1,,6,3,1,3,5,6,4,3,5,2,3,1,3.0,4.0,1.0,6.0,4,1,6.0,4.0,3.0,6,1,5.0,5.0,5.0,2,1.0,4.0,5.0,2.0,1.0,4,4.0,3.0,4.358974358999999,0.29012483812821355
90,210,0.8214694781524527,flare,glimmer,flare_glimmer,Light,Light,Light,Light,Emission,flare,glimmer,4,4,5,4,5,5,3.0,3,6,5,1,,5,3,2,5,5,5,5,3,5,1,2,4,3.0,1.0,4.0,6.0,2,3,6.0,3.0,3.0,6,1,1.0,1.0,5.0,2,2.0,4.0,1.0,4.0,4.0,5,3.0,3.0,4.026315789,0.2879707981558348
91,211,0.7765128631606038,flare,glint,flare_glint,Light,Light,Light,Light,Emission,flare,glint,5,3,6,5,1,4,5.0,1,5,7,1,,6,2,1,5,4,5,6,3,3,4,5,1,3.0,1.0,2.0,5.0,4,3,6.0,3.0,3.0,1,1,2.0,2.0,4.0,1,1.0,7.0,1.0,4.0,4.0,2,4.0,3.0,3.4,0.32131960989201813
92,212,0.8611216793389583,flare,glisten,flare_glisten,Light,Light,Light,Light,Emission,flare,glisten,1,3,6,4,4,4,6.0,2,3,5,1,,6,3,1,4,4,6,3,2,3,3,5,2,2.0,3.0,3.0,5.0,3,3,5.0,2.0,3.0,1,1,4.0,4.0,5.0,2,2.0,4.0,4.0,3.0,1.0,5,4.0,3.0,3.675,0.30693468060786333
93,213,0.7926529799611803,flare,glitter,flare_glitter,Light,Light,Light,Light,Emission,flare,glitter,5,4,6,4,3,6,3.0,3,6,6,2,,5,1,2,4,5,5,5,2,3,2,5,2,1.0,4.0,3.0,6.0,3,1,6.0,1.0,3.0,1,2,5.0,4.0,4.0,2,1.0,1.0,2.0,3.0,4.0,4,1.0,3.0,3.3513513510000004,0.32038500069754317
94,214,0.8117216578276077,flare,glow,flare_glow,Light,Light,Light,Light,Emission,flare,glow,5,5,6,6,5,3,3.0,4,6,7,1,,6,3,7,5,4,7,6,3,5,2,5,4,3.0,5.0,3.0,5.0,5,3,7.0,5.0,4.0,6,1,5.0,5.0,5.0,6,4.0,5.0,5.0,4.0,4.0,5,1.0,3.0,4.575,0.3123324027034945
95,215,0.8090042884264124,flare,shimmer,flare_shimmer,Light,Light,Light,Light,Emission,flare,shimmer,6,4,6,4,3,2,4.0,2,6,5,2,,6,3,2,3,5,5,3,3,5,1,5,3,2.0,1.0,3.0,6.0,5,4,3.0,5.0,3.0,6,2,2.0,5.0,6.0,5,2.0,1.0,1.0,4.0,1.0,4,6.0,4.0,3.717948718,0.2764352943337226
96,216,0.813112747079429,flare,shine,flare_shine,Light,Light,Light,Light,Emission,flare,shine,6,5,6,6,3,4,2.0,3,6,6,4,,6,3,2,2,4,6,4,3,5,3,4,3,2.0,5.0,4.0,6.0,5,2,5.0,5.0,3.0,1,3,6.0,6.0,4.0,2,2.0,4.0,7.0,4.0,1.0,1,3.0,5.0,3.692307692,0.3611869411613796
97,217,0.7789433951632921,flare,sparkle,flare_sparkle,Light,Light,Light,Light,Emission,flare,sparkle,2,5,6,5,6,5,3.0,2,6,6,3,,5,4,2,5,4,6,4,3,6,1,6,2,5.0,1.0,4.0,6.0,5,3,6.0,4.0,2.0,6,4,5.0,5.0,7.0,2,5.0,4.0,1.0,4.0,4.0,5,4.0,3.0,4.025,0.23995739005371397
98,218,0.7710870940397659,flare,twinkle,flare_twinkle,Light,Light,Light,Light,Emission,flare,twinkle,5,4,3,5,3,5,2.0,3,4,1,4,,6,2,1,4,3,5,4,3,3,1,5,2,2.0,2.0,3.0,5.0,3,5,7.0,2.0,3.0,6,1,5.0,4.0,4.0,2,2.0,2.0,1.0,4.0,4.0,4,1.0,2.0,3.717948718,0.350744968215953
99,219,0.79770097158647,flare,bark,bark_flare,Sound,Light,Sanim,Light,Emission,bark,flare,1,1,4,4,5,4,3.0,1,1,1,1,,3,1,2,1,1,1,3,3,1,3,2,1,1.0,1.0,1.0,4.0,3,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,1.0,1.0,6.0,1.0,1.0,1,1.0,3.0,2.166666667,0.33381574906477585
100,220,0.8085122520783319,flare,bellow,bellow_flare,Sound,Light,Sanim,Light,Emission,bellow,flare,1,1,3,4,4,4,4.0,1,1,1,1,,1,1,1,1,4,2,4,3,1,1,6,1,1.0,1.0,3.0,2.0,4,1,1.0,1.0,1.0,1,1,5.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,5.0,2.702702703,0.27353905509569487
101,221,0.8412904591638559,flare,groan,flare_groan,Light,Sound,Light,Sanim,Emission,flare,groan,1,1,1,3,3,1,1.0,1,1,1,1,,2,1,2,1,2,1,2,3,1,1,1,1,1.0,3.0,1.0,2.0,4,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,1.0,1.0,3.0,1.0,1.0,1,1.0,3.0,1.571428571,0.3471465171431707
102,222,0.8158818193652417,flare,growl,flare_growl,Light,Sound,Light,Sanim,Emission,flare,growl,1,1,1,2,4,2,2.0,2,1,1,1,,2,1,1,1,1,1,2,2,1,3,1,1,1.0,1.0,4.0,5.0,3,1,1.0,1.0,2.0,1,1,5.0,3.0,1.0,1,2.0,2.0,4.0,1.0,1.0,1,1.0,4.0,2.028571429,0.26653031942076466
103,223,0.7876782792340454,flare,grumble,flare_grumble,Light,Sound,Light,Sanim,Emission,flare,grumble,1,1,1,1,1,2,2.0,1,1,1,1,,2,1,1,1,2,1,1,3,1,2,2,1,1.0,2.0,3.0,3.0,4,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,1.0,1.0,1.0,1.0,7.0,1,1.0,1.0,1.72972973,0.3569462953792262
104,224,0.8560997246047222,flare,grunt,flare_grunt,Light,Sound,Light,Sanim,Emission,flare,grunt,1,1,1,3,1,2,1.0,1,1,1,1,,3,1,1,1,2,1,1,3,1,2,2,2,1.0,1.0,2.0,1.0,2,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,3.0,2.027027027,0.2718464196841872
105,225,0.7866814012263946,flare,howl,flare_howl,Light,Sound,Light,Sanim,Emission,flare,howl,1,1,3,4,2,4,2.0,2,1,1,1,,2,1,1,1,1,2,3,3,1,4,2,2,1.0,1.0,3.0,4.0,4,1,1.0,1.0,2.0,1,1,4.0,5.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,6.0,1.972972973,0.29015475208304775
106,226,0.8240496861802854,flare,moan,flare_moan,Light,Sound,Light,Sanim,Emission,flare,moan,1,1,1,3,1,1,2.0,1,1,1,1,,2,1,1,1,2,2,2,3,1,1,1,1,1.0,1.0,4.0,2.0,4,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,3.0,1.0,1.0,1,1.0,1.0,1.5555555559999998,0.3400658151843431
107,227,0.8579929701983482,flare,mutter,flare_mutter,Light,Sound,Light,Sanim,Emission,flare,mutter,1,1,2,2,4,1,2.0,1,1,1,1,,2,1,1,1,1,1,1,2,1,1,1,1,2.0,2.0,1.0,3.0,2,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,3.0,1.0,1.0,1,1.0,1.0,1.7027027030000002,0.428160907963813
108,228,0.8623673452128723,flare,shout,flare_shout,Light,Sound,Light,Sanim,Emission,flare,shout,1,1,4,7,3,4,4.0,1,7,1,1,,3,1,2,1,3,4,3,2,1,4,2,2,3.0,1.0,1.0,4.0,4,1,1.0,1.0,1.0,1,1,5.0,1.0,1.0,2,2.0,1.0,7.0,1.0,1.0,1,1.0,6.0,2.7941176469999998,0.38533725202521174
109,229,0.8476796765748065,flare,squawk,flare_squawk,Light,Sound,Light,Sanim,Emission,flare,squawk,1,1,2,3,4,4,3.0,3,1,1,1,,3,1,1,1,1,4,3,2,1,2,1,1,2.0,1.0,3.0,4.0,1,1,1.0,1.0,1.0,1,1,2.0,2.0,1.0,1,1.0,1.0,7.0,1.0,1.0,2,1.0,4.0,1.972972973,0.3116572971439192
110,230,0.8419430620843733,flare,wail,flare_wail,Light,Sound,Light,Sanim,Emission,flare,wail,1,1,1,5,2,3,2.0,1,1,1,1,,3,1,1,1,3,1,3,3,1,1,1,1,1.0,1.0,6.0,5.0,4,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,6.0,1.972972973,0.3345865262531087
111,231,0.827907404621624,flare,whimper,flare_whimper,Light,Sound,Light,Sanim,Emission,flare,whimper,1,1,1,1,5,1,1.0,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,2,1.0,1.0,4.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.815789474,0.3122562351801208
112,232,0.8369089296464012,flare,whisper,flare_whisper,Light,Sound,Light,Sanim,Emission,flare,whisper,1,1,1,3,2,1,1.0,1,1,1,1,,1,1,1,1,2,1,1,1,1,1,1,1,1.0,1.0,1.0,3.0,3,1,1.0,1.0,1.0,2,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.764705882,0.3710268982536309
113,233,0.8081304794322026,flare,yelp,flare_yelp,Light,Sound,Light,Sanim,Emission,flare,yelp,1,1,3,2,4,6,3.0,1,1,1,1,,3,1,1,1,4,4,4,2,1,1,3,1,1.0,1.0,5.0,5.0,4,1,1.0,1.0,1.0,1,1,3.0,3.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.105263158,0.28722373379622435
114,234,0.7586532290204083,flare,beep,beep_flare,Sound,Light,Sinanim,Light,Emission,beep,flare,1,1,2,3,1,4,2.0,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,5.0,1,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,5.0,1.6666666669999999,0.29500118359580263
115,235,0.9018280724327488,flare,boom,boom_flare,Sound,Light,Sinanim,Light,Emission,boom,flare,1,1,4,1,5,5,3.0,2,4,1,1,,3,2,1,1,1,3,3,3,1,3,3,1,2.0,3.0,1.0,4.0,4,1,1.0,1.0,1.0,1,1,5.0,6.0,1.0,1,4.0,1.0,7.0,1.0,1.0,1,1.0,6.0,2.725,0.44098196895080477
116,236,0.8342698657932823,flare,buzz,buzz_flare,Sound,Light,Sinanim,Light,Emission,buzz,flare,1,1,4,3,3,3,5.0,1,1,1,1,,2,1,1,1,2,2,2,2,1,1,2,1,2.0,1.0,1.0,5.0,5,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,2.0,7.0,2.0,2.0,1,1.0,4.0,1.8974358969999998,0.34646017479416436
117,237,0.7612761137819529,flare,chime,chime_flare,Sound,Light,Sinanim,Light,Emission,chime,flare,1,1,2,3,2,5,2.0,1,1,1,1,,3,1,1,1,1,4,4,2,1,1,2,1,2.0,1.0,1.0,5.0,2,1,1.0,1.0,1.0,1,1,5.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,5.0,1.8974358969999998,0.29865186023542534
118,238,0.7696579659029275,flare,clang,clang_flare,Sound,Light,Sinanim,Light,Emission,clang,flare,1,1,1,2,3,4,3.0,1,1,1,1,,3,1,1,4,1,2,3,3,1,1,2,1,1.0,1.0,3.0,4.0,3,1,1.0,1.0,1.0,1,1,3.0,2.0,1.0,1,1.0,1.0,7.0,1.0,1.0,2,1.0,6.0,1.775,0.33952351563922023
119,239,0.7734462343463229,flare,clank,clank_flare,Sound,Light,Sinanim,Light,Emission,clank,flare,1,1,2,3,4,1,3.0,1,1,1,1,,2,1,1,1,3,1,2,1,1,1,2,1,2.0,1.0,1.0,5.0,2,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,4.0,2.0,0.3065394045665567
120,240,0.8355637245864111,flare,click,click_flare,Sound,Light,Sinanim,Light,Emission,click,flare,1,1,1,3,1,1,2.0,1,2,1,1,,3,1,1,1,1,2,2,2,1,1,2,1,1.0,1.0,1.0,4.0,3,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,2.0256410259999997,0.4570294810272003
121,241,0.7291141414403548,flare,crackle,crackle_flare,Sound,Light,Sinanim,Light,Emission,crackle,flare,2,1,3,5,3,3,3.0,1,5,1,1,,5,1,4,1,4,3,2,2,1,1,3,2,3.0,2.0,1.0,5.0,3,3,3.0,2.0,1.0,1,1,2.0,5.0,1.0,1,1.0,1.0,7.0,1.0,2.0,4,4.0,5.0,2.625,0.2568822538888148
122,242,0.7881089651353848,flare,creak,creak_flare,Sound,Light,Sinanim,Light,Emission,creak,flare,1,1,1,2,5,2,1.0,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,4.0,5,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0,1,1.0,2.0,1.58974359,0.3194384650690366
123,243,0.8937164487782433,flare,crunch,crunch_flare,Sound,Light,Sinanim,Light,Emission,crunch,flare,1,1,1,4,5,1,2.0,1,1,1,1,,2,1,1,1,1,2,1,2,1,1,2,1,1.0,1.0,1.0,2.0,2,1,1.0,1.0,1.0,5,1,1.0,1.0,1.0,1,1.0,1.0,6.0,1.0,1.0,1,2.0,2.0,1.675,0.3600057537438076
124,244,0.7867980184814358,flare,gurgle,flare_gurgle,Light,Sound,Light,Sinanim,Emission,flare,gurgle,1,1,2,2,3,1,2.0,1,1,1,1,,2,1,1,1,1,2,2,2,1,1,2,1,2.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.794871795,0.3240052522326029
125,245,0.8068701077912244,flare,hiss,flare_hiss,Light,Sound,Light,Sinanim,Emission,flare,hiss,1,1,2,3,3,4,2.0,2,6,1,4,,2,1,1,1,6,4,5,2,1,1,1,1,1.0,1.0,4.0,4.0,3,1,1.0,1.0,1.0,1,1,4.0,4.0,1.0,1,3.0,1.0,7.0,1.0,4.0,1,1.0,2.0,2.333333333,0.28004502578799195
126,246,0.8574231339306699,flare,sizzle,flare_sizzle,Light,Sound,Light,Sinanim,Emission,flare,sizzle,1,1,2,4,5,4,2.0,4,6,1,3,,4,1,5,2,3,4,2,2,2,3,3,1,2.0,1.0,3.0,5.0,5,1,3.0,3.0,2.0,6,1,4.0,5.0,1.0,2,1.0,2.0,7.0,3.0,4.0,4,3.0,5.0,3.275,0.27126754872135617
127,247,0.8622096721073498,flare,squeak,flare_squeak,Light,Sound,Light,Sinanim,Emission,flare,squeak,1,1,2,2,3,1,2.0,1,1,1,1,,3,1,1,1,1,3,2,2,1,1,1,1,1.0,1.0,2.0,3.0,4,1,1.0,1.0,1.0,1,1,4.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,1.0,1.5,0.44771297066643323
128,248,0.8865842591671828,flare,twang,flare_twang,Light,Sound,Light,Sinanim,Emission,flare,twang,1,1,1,4,4,2,2.0,1,1,1,1,,1,1,1,1,1,2,4,2,1,1,1,1,1.0,2.0,2.0,4.0,4,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,6.0,1.948717949,0.3878558026817789
129,309,0.6565095075542673,flash,flicker,flash_flicker,Light,Light,Light,Light,Emission,flash,flicker,5,5,6,4,4,5,4.0,3,2,5,6,,6,5,6,4,5,6,5,2,6,3,6,2,6.0,5.0,6.0,6.0,5,6,5.0,3.0,5.0,1,4,5.0,5.0,7.0,3,6.0,4.0,4.0,6.0,1.0,5,5.0,3.0,5.051282051,0.23433963055621565
130,310,0.7119184577000791,flash,gleam,flash_gleam,Light,Light,Light,Light,Emission,flash,gleam,4,4,6,7,4,6,6.0,3,6,1,1,,6,6,3,6,5,7,6,5,5,3,6,1,3.0,5.0,1.0,6.0,4,3,1.0,4.0,3.0,6,5,4.0,4.0,4.0,6,5.0,5.0,1.0,4.0,7.0,5,7.0,3.0,4.256410256000001,0.3487267774165903
131,311,0.7320778293932187,flash,glimmer,flash_glimmer,Light,Light,Light,Light,Emission,flash,glimmer,4,3,6,4,5,3,3.0,4,6,4,4,,6,4,6,4,4,5,6,2,5,4,6,2,3.0,5.0,3.0,6.0,4,1,5.0,4.0,3.0,1,4,5.0,2.0,5.0,6,5.0,4.0,1.0,5.0,6.0,4,5.0,3.0,4.026315789,0.3041831192037412
132,312,0.7332075297255429,flash,glint,flash_glint,Light,Light,Light,Light,Emission,flash,glint,5,4,6,7,4,7,3.0,1,6,6,3,,6,2,1,1,6,5,7,3,6,1,6,1,4.0,5.0,3.0,6.0,3,5,5.0,5.0,7.0,1,4,4.0,4.0,6.0,6,6.0,4.0,7.0,4.0,1.0,4,4.0,6.0,4.358974358999999,0.32508935321538457
133,313,0.8477958274664888,flash,glisten,flash_glisten,Light,Light,Light,Light,Emission,flash,glisten,5,4,6,5,3,5,4.0,4,6,5,1,,5,3,2,5,5,6,5,3,4,3,6,2,4.0,4.0,5.0,5.0,4,1,5.0,2.0,4.0,1,5,5.0,6.0,5.0,6,4.0,4.0,1.0,4.0,7.0,4,6.0,3.0,3.794871795,0.41970579340996617
134,314,0.7540655161580497,flash,glitter,flash_glitter,Light,Light,Light,Light,Emission,flash,glitter,3,5,7,5,5,5,3.0,6,4,1,5,,6,4,1,4,4,6,5,3,4,3,5,4,3.0,4.0,3.0,6.0,3,4,6.0,5.0,4.0,6,5,5.0,5.0,6.0,6,5.0,2.0,1.0,3.0,1.0,4,1.0,2.0,4.05,0.385852217619825
135,315,0.7428824632123059,flash,glow,flash_glow,Light,Light,Light,Light,Emission,flash,glow,4,3,6,6,5,3,4.0,4,6,5,5,,6,2,1,4,4,5,3,6,4,5,5,4,3.0,6.0,4.0,5.0,6,2,6.0,5.0,3.0,6,3,5.0,5.0,6.0,2,2.0,7.0,4.0,4.0,1.0,5,4.0,4.0,4.135135135,0.36279959664081374
136,316,0.7411259345994361,flash,shimmer,flash_shimmer,Light,Light,Light,Light,Emission,flash,shimmer,4,4,5,5,3,3,1.0,4,6,5,2,,6,4,6,5,5,6,4,3,6,4,5,1,5.0,4.0,1.0,6.0,4,5,5.0,3.0,5.0,6,3,3.0,1.0,5.0,6,5.0,7.0,7.0,4.0,4.0,6,6.0,3.0,4.307692308,0.3567811835299347
137,317,0.8567011715945538,flash,shine,flash_shine,Light,Light,Light,Light,Emission,flash,shine,5,5,6,6,6,5,4.0,3,5,6,1,,5,4,1,4,6,6,5,4,3,4,6,2,3.0,3.0,4.0,6.0,6,1,4.0,2.0,6.0,6,5,6.0,6.0,6.0,6,3.0,7.0,5.0,2.0,7.0,5,5.0,4.0,4.625,0.41770704096697553
138,318,0.7695566182527243,flash,sparkle,flash_sparkle,Light,Light,Light,Light,Emission,flash,sparkle,5,5,6,6,4,6,5.0,4,6,4,3,,6,5,1,5,4,6,5,3,6,1,6,2,6.0,5.0,5.0,6.0,5,3,6.0,2.0,5.0,6,5,5.0,6.0,6.0,6,5.0,4.0,6.0,4.0,7.0,5,7.0,4.0,4.6052631580000005,0.3566442452338011
139,319,0.7183470907567203,flash,twinkle,flash_twinkle,Light,Light,Light,Light,Emission,flash,twinkle,4,3,6,7,3,4,4.0,5,5,5,5,,6,3,6,4,5,6,5,4,6,1,6,3,4.0,6.0,6.0,6.0,4,3,7.0,5.0,5.0,6,4,5.0,5.0,5.0,6,2.0,4.0,1.0,4.0,4.0,4,5.0,4.0,4.575,0.3512494081417048
140,320,0.8347945293805564,flash,bark,bark_flash,Sound,Light,Sanim,Light,Emission,bark,flash,1,1,4,4,1,7,3.0,2,1,1,1,,2,1,1,1,4,3,3,3,1,1,1,1,2.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,6.0,2.088235294,0.4015066770840968
141,321,0.8323675391580336,flash,bellow,bellow_flash,Sound,Light,Sanim,Light,Emission,bellow,flash,1,1,3,3,4,4,2.0,1,1,1,1,,2,1,1,1,3,4,2,1,1,1,1,1,1.0,1.0,1.0,4.0,3,1,1.0,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0526315790000003,0.37287216493864106
142,322,0.8905712931448179,flash,groan,flash_groan,Light,Sound,Light,Sanim,Emission,flash,groan,1,1,1,1,3,2,3.0,1,1,1,1,,3,1,6,1,2,1,1,2,1,1,2,1,2.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1,1.0,2.0,1.405405405,0.47752051506922366
143,323,0.8230330168542561,flash,growl,flash_growl,Light,Sound,Light,Sanim,Emission,flash,growl,1,1,1,2,3,1,1.0,1,1,1,1,,2,1,1,1,1,1,2,2,1,1,1,1,1.0,1.0,1.0,1.0,4,1,1.0,1.0,1.0,1,1,1.0,3.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,3.0,1.8,0.35873432306380026
